point_id_yr,year,taluk,heuristic_credit_score,risk_category,recommendation,predicted_ndvi,latitude,longitude
HON_000_2020,2020,Honnali,69.1,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9260594844818115,14.183201882231971,75.64599938784416
HON_000_2021,2021,Honnali,68.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9225741624832153,14.183201882231971,75.64599938784416
HON_000_2022,2022,Honnali,68.3,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.927615225315094,14.183201882231971,75.64599938784416
HON_000_2023,2023,Honnali,67.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9383774995803833,14.183201882231971,75.64599938784416
CHA_000_2019,2019,Channagiri,63.2,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7230666279792786,13.973125627808454,75.90768120901008
CHA_000_2020,2020,Channagiri,65.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7674738168716431,13.973125627808454,75.90768120901008
CHA_000_2021,2021,Channagiri,67.0,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8004543781280518,13.973125627808454,75.90768120901008
CHA_000_2022,2022,Channagiri,67.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8137947916984558,13.973125627808454,75.90768120901008
CHA_000_2023,2023,Channagiri,62.0,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.6964207291603088,13.973125627808454,75.90768120901008
NYA_000_2019,2019,Nyamati,48.1,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.4505281150341034,14.100164192091738,75.64630008833988
NYA_000_2020,2020,Nyamati,60.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7214999198913574,14.100164192091738,75.64630008833988
NYA_000_2021,2021,Nyamati,62.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7598910927772522,14.100164192091738,75.64630008833988
NYA_000_2022,2022,Nyamati,62.3,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7542012333869934,14.100164192091738,75.64630008833988
NYA_000_2023,2023,Nyamati,52.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.5233543515205383,14.100164192091738,75.64630008833988
SAG_000_2019,2019,Sagara,61.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.5172441601753235,14.12159852189922,75.17627621914258
SAG_000_2020,2020,Sagara,59.8,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.48940202593803406,14.12159852189922,75.17627621914258
SAG_000_2021,2021,Sagara,59.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.4822207987308502,14.12159852189922,75.17627621914258
SAG_000_2022,2022,Sagara,61.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.5432232618331909,14.12159852189922,75.17627621914258
SAG_000_2023,2023,Sagara,59.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.506625771522522,14.12159852189922,75.17627621914258
SOR_000_2019,2019,Soraba,72.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9094197750091553,14.573420440400389,75.1267029347616
SOR_000_2020,2020,Soraba,72.6,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8826920390129089,14.573420440400389,75.1267029347616
SOR_000_2021,2021,Soraba,73.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9063488245010376,14.573420440400389,75.1267029347616
SOR_000_2022,2022,Soraba,73.8,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9188777804374695,14.573420440400389,75.1267029347616
SOR_000_2023,2023,Soraba,72.7,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.909221351146698,14.573420440400389,75.1267029347616
SHI_000_2019,2019,Shikaripura,69.1,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8590906858444214,14.244227682242904,75.4427025075831
SHI_000_2020,2020,Shikaripura,67.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8331894278526306,14.244227682242904,75.4427025075831
SHI_000_2021,2021,Shikaripura,68.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8562973141670227,14.244227682242904,75.4427025075831
SHI_000_2022,2022,Shikaripura,68.0,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8411473035812378,14.244227682242904,75.4427025075831
SHI_000_2023,2023,Shikaripura,66.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8203188180923462,14.244227682242904,75.4427025075831
SHI_000_2019,2019,Shivamogga,71.7,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8504383563995361,13.987882786952088,75.43439056055858
SHI_000_2020,2020,Shivamogga,66.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7441090941429138,13.987882786952088,75.43439056055858
SHI_000_2021,2021,Shivamogga,69.3,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7999449968338013,13.987882786952088,75.43439056055858
SHI_000_2022,2022,Shivamogga,67.8,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7654385566711426,13.987882786952088,75.43439056055858
SHI_000_2023,2023,Shivamogga,70.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8153898119926453,13.987882786952088,75.43439056055858
BHA_000_2019,2019,Bhadravathi,73.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9076523184776306,13.835588196851456,75.62484643624093
BHA_000_2020,2020,Bhadravathi,73.8,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8903144001960754,13.835588196851456,75.62484643624093
BHA_000_2021,2021,Bhadravathi,72.6,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8831472992897034,13.835588196851456,75.62484643624093
BHA_000_2022,2022,Bhadravathi,72.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8892937302589417,13.835588196851456,75.62484643624093
BHA_000_2023,2023,Bhadravathi,72.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8924047946929932,13.835588196851456,75.62484643624093
KUN_000_2019,2019,Kundapura,90.8,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9301707148551941,13.553583160805026,74.94698480471158
KUN_000_2020,2020,Kundapura,90.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9138781428337097,13.553583160805026,74.94698480471158
KUN_000_2021,2021,Kundapura,90.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9202441573143005,13.553583160805026,74.94698480471158
KUN_000_2022,2022,Kundapura,90.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9271724820137024,13.553583160805026,74.94698480471158
KUN_000_2023,2023,Kundapura,90.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9326009154319763,13.553583160805026,74.94698480471158
UDU_001_2019,2019,Udupi,96.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9667797684669495,13.38091647813124,74.80152227840951
UDU_001_2020,2020,Udupi,96.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9628024697303772,13.38091647813124,74.80152227840951
UDU_001_2021,2021,Udupi,95.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.962904691696167,13.38091647813124,74.80152227840951
UDU_001_2022,2022,Udupi,95.8,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9625178575515747,13.38091647813124,74.80152227840951
UDU_001_2023,2023,Udupi,96.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9654920101165771,13.38091647813124,74.80152227840951
KAR_000_2019,2019,Karkala,97.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9747607707977295,13.164227739081545,75.14486008525745
KAR_000_2020,2020,Karkala,97.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.973380982875824,13.164227739081545,75.14486008525745
KAR_000_2021,2021,Karkala,97.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9733921885490417,13.164227739081545,75.14486008525745
KAR_000_2022,2022,Karkala,97.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.973775327205658,13.164227739081545,75.14486008525745
KAR_000_2023,2023,Karkala,96.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9632038474082947,13.164227739081545,75.14486008525745
BAI_000_2019,2019,Bainduru,96.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9751828908920288,13.842694449542456,74.79009874614302
BAI_000_2020,2020,Bainduru,96.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9709439277648926,13.842694449542456,74.79009874614302
BAI_000_2021,2021,Bainduru,95.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9689251184463501,13.842694449542456,74.79009874614302
BAI_000_2022,2022,Bainduru,95.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9700002670288086,13.842694449542456,74.79009874614302
BAI_000_2023,2023,Bainduru,95.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9645723700523376,13.842694449542456,74.79009874614302
BRA_000_2019,2019,Brahmavara,97.5,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9756876230239868,13.55385068104025,74.88936215550865
BRA_000_2020,2020,Brahmavara,97.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9727466106414795,13.55385068104025,74.88936215550865
BRA_000_2021,2021,Brahmavara,97.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9728223085403442,13.55385068104025,74.88936215550865
BRA_000_2022,2022,Brahmavara,97.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9731195569038391,13.55385068104025,74.88936215550865
BRA_000_2023,2023,Brahmavara,97.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.974736213684082,13.55385068104025,74.88936215550865
KAP_000_2019,2019,Kapu,94.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9513907432556152,13.271028890116012,74.80500360052464
KAP_000_2020,2020,Kapu,93.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9465575814247131,13.271028890116012,74.80500360052464
KAP_000_2021,2021,Kapu,93.8,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9446307420730591,13.271028890116012,74.80500360052464
KAP_000_2022,2022,Kapu,93.6,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9440644979476929,13.271028890116012,74.80500360052464
KAP_000_2023,2023,Kapu,94.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9503612518310547,13.271028890116012,74.80500360052464
HEB_000_2019,2019,Hebri,96.5,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9624670743942261,13.555776687450638,75.00315777186064
HEB_000_2020,2020,Hebri,96.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9579957127571106,13.555776687450638,75.00315777186064
HEB_000_2021,2021,Hebri,96.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9581105709075928,13.555776687450638,75.00315777186064
HEB_000_2022,2022,Hebri,96.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9576760530471802,13.555776687450638,75.00315777186064
HEB_000_2023,2023,Hebri,96.5,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9610189199447632,13.555776687450638,75.00315777186064
SRI_000_2019,2019,Sringeri,94.6,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9677374958992004,13.292210271664665,75.14530985961125
SRI_000_2020,2020,Sringeri,95.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9759418964385986,13.292210271664665,75.14530985961125
SRI_000_2021,2021,Sringeri,94.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9707392454147339,13.292210271664665,75.14530985961125
SRI_000_2022,2022,Sringeri,94.7,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9729664325714111,13.292210271664665,75.14530985961125
SRI_000_2023,2023,Sringeri,94.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.977657675743103,13.292210271664665,75.14530985961125
KOP_000_2019,2019,Koppa,95.8,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.976012647151947,13.482076855353505,75.29084345961114
KOP_000_2020,2020,Koppa,95.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9735146164894104,13.482076855353505,75.29084345961114
KOP_000_2021,2021,Koppa,96.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9777039289474487,13.482076855353505,75.29084345961114
KOP_000_2022,2022,Koppa,95.8,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9747611284255981,13.482076855353505,75.29084345961114
KOP_000_2023,2023,Koppa,94.8,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9741933941841125,13.482076855353505,75.29084345961114
NAR_000_2019,2019,Narasimharajapura,93.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9617279767990112,13.513978679543824,75.46229334643184
NAR_000_2020,2020,Narasimharajapura,94.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9719171524047852,13.513978679543824,75.46229334643184
NAR_000_2021,2021,Narasimharajapura,94.8,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9731053709983826,13.513978679543824,75.46229334643184
NAR_000_2022,2022,Narasimharajapura,94.7,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9729190468788147,13.513978679543824,75.46229334643184
NAR_000_2023,2023,Narasimharajapura,91.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9292741417884827,13.513978679543824,75.46229334643184
TAR_000_2019,2019,Tarikere,86.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8652290105819702,13.544491855698004,75.79169546935077
TAR_000_2020,2020,Tarikere,88.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9064448475837708,13.544491855698004,75.79169546935077
TAR_000_2021,2021,Tarikere,88.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9022896885871887,13.544491855698004,75.79169546935077
TAR_000_2022,2022,Tarikere,87.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8977220058441162,13.544491855698004,75.79169546935077
TAR_000_2023,2023,Tarikere,87.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8971304297447205,13.544491855698004,75.79169546935077
KAD_000_2019,2019,Kadur,58.3,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.712411642074585,13.639327900584888,76.06932139611128
KAD_000_2020,2020,Kadur,63.8,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7992739677429199,13.639327900584888,76.06932139611128
KAD_000_2021,2021,Kadur,63.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.791185736656189,13.639327900584888,76.06932139611128
KAD_000_2022,2022,Kadur,63.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7867159843444824,13.639327900584888,76.06932139611128
KAD_000_2023,2023,Kadur,60.8,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7576819062232971,13.639327900584888,76.06932139611128
CHI_000_2019,2019,Chikkamagaluru,86.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8636461496353149,13.351249706992416,75.6237219704092
CHI_000_2020,2020,Chikkamagaluru,90.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9048784971237183,13.351249706992416,75.6237219704092
CHI_000_2021,2021,Chikkamagaluru,91.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9423109889030457,13.351249706992416,75.6237219704092
CHI_000_2022,2022,Chikkamagaluru,91.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9470090270042419,13.351249706992416,75.6237219704092
CHI_000_2023,2023,Chikkamagaluru,84.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8071303963661194,13.351249706992416,75.6237219704092
MUD_000_2019,2019,Mudigere,89.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9000971913337708,13.131764199059717,75.73283700618498
MUD_000_2020,2020,Mudigere,92.8,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9347230195999146,13.131764199059717,75.73283700618498
MUD_000_2021,2021,Mudigere,92.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9475052356719971,13.131764199059717,75.73283700618498
MUD_000_2022,2022,Mudigere,92.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9472017288208008,13.131764199059717,75.73283700618498
MUD_000_2023,2023,Mudigere,84.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.7799839377403259,13.131764199059717,75.73283700618498
AJJ_000_2019,2019,Ajjampura,71.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9384711384773254,13.774295186891868,75.98070113676016
AJJ_000_2020,2020,Ajjampura,72.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.928809404373169,13.774295186891868,75.98070113676016
AJJ_000_2021,2021,Ajjampura,73.5,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9565980434417725,13.774295186891868,75.98070113676016
AJJ_000_2022,2022,Ajjampura,73.8,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9587830901145935,13.774295186891868,75.98070113676016
AJJ_000_2023,2023,Ajjampura,67.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8541325926780701,13.774295186891868,75.98070113676016
CHI_000_2019,2019,Chiknayakanahalli,49.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.6730586886405945,13.394614473864406,76.57680429788877
CHI_000_2020,2020,Chiknayakanahalli,54.3,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7118957042694092,13.394614473864406,76.57680429788877
CHI_000_2021,2021,Chiknayakanahalli,58.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8071918487548828,13.394614473864406,76.57680429788877
CHI_000_2022,2022,Chiknayakanahalli,59.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8269747495651245,13.394614473864406,76.57680429788877
CHI_000_2023,2023,Chiknayakanahalli,47.6,High,REJECT — Poor crop health and water availability signals.,0.6283121705055237,13.394614473864406,76.57680429788877
SIR_000_2019,2019,Sira,45.1,High,REJECT — Poor crop health and water availability signals.,0.4887138903141022,13.896080329421071,76.95260913156167
SIR_000_2020,2020,Sira,41.8,High,REJECT — Poor crop health and water availability signals.,0.3972851634025574,13.896080329421071,76.95260913156167
SIR_000_2021,2021,Sira,51.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.6350957751274109,13.896080329421071,76.95260913156167
SIR_000_2022,2022,Sira,54.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.6996514797210693,13.896080329421071,76.95260913156167
SIR_000_2023,2023,Sira,43.4,High,REJECT — Poor crop health and water availability signals.,0.4515291154384613,13.896080329421071,76.95260913156167
PAV_000_2019,2019,Pavagada,45.3,High,REJECT — Poor crop health and water availability signals.,0.4564966559410095,14.11250328167349,77.12080270464791
PAV_000_2020,2020,Pavagada,44.1,High,REJECT — Poor crop health and water availability signals.,0.38854625821113586,14.11250328167349,77.12080270464791
PAV_000_2021,2021,Pavagada,54.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.6269425749778748,14.11250328167349,77.12080270464791
PAV_000_2022,2022,Pavagada,50.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.5460408329963684,14.11250328167349,77.12080270464791
PAV_000_2023,2023,Pavagada,43.3,High,REJECT — Poor crop health and water availability signals.,0.40724918246269226,14.11250328167349,77.12080270464791
MAD_000_2019,2019,Madhugiri,64.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8994469046592712,13.614944981332734,77.09986628673481
MAD_000_2020,2020,Madhugiri,67.2,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9534386992454529,13.614944981332734,77.09986628673481
MAD_000_2021,2021,Madhugiri,67.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9556119441986084,13.614944981332734,77.09986628673481
MAD_000_2022,2022,Madhugiri,68.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9576517343521118,13.614944981332734,77.09986628673481
MAD_000_2023,2023,Madhugiri,66.2,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.939232349395752,13.614944981332734,77.09986628673481
KOR_000_2019,2019,Koratagere,56.8,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8951308727264404,13.604532554432218,77.30402592040353
KOR_000_2020,2020,Koratagere,59.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9319055080413818,13.604532554432218,77.30402592040353
KOR_000_2021,2021,Koratagere,60.0,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.944476842880249,13.604532554432218,77.30402592040353
KOR_000_2022,2022,Koratagere,60.8,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9461143016815186,13.604532554432218,77.30402592040353
KOR_000_2023,2023,Koratagere,57.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.89969801902771,13.604532554432218,77.30402592040353
TUM_000_2019,2019,Tumakuru,60.2,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7806586623191833,13.149710085010751,77.09571242311593
TUM_000_2020,2020,Tumakuru,58.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7673100829124451,13.149710085010751,77.09571242311593
TUM_000_2021,2021,Tumakuru,62.2,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8413071632385254,13.149710085010751,77.09571242311593
TUM_000_2022,2022,Tumakuru,64.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8834735751152039,13.149710085010751,77.09571242311593
TUM_000_2023,2023,Tumakuru,60.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7846002578735352,13.149710085010751,77.09571242311593
GUB_000_2019,2019,Gubbi,56.2,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7961704730987549,13.163219666093593,76.82534552049476
GUB_000_2020,2020,Gubbi,60.2,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8569790720939636,13.163219666093593,76.82534552049476
GUB_000_2021,2021,Gubbi,63.2,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9119159579277039,13.163219666093593,76.82534552049476
GUB_000_2022,2022,Gubbi,65.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9311509728431702,13.163219666093593,76.82534552049476
GUB_000_2023,2023,Gubbi,56.8,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8075069189071655,13.163219666093593,76.82534552049476
TIP_000_2019,2019,Tiptur,67.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9209880828857422,13.163916121820195,76.50280746662814
TIP_000_2020,2020,Tiptur,69.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9688547849655151,13.163916121820195,76.50280746662814
TIP_000_2021,2021,Tiptur,69.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9666293859481812,13.163916121820195,76.50280746662814
TIP_000_2022,2022,Tiptur,70.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9675232172012329,13.163916121820195,76.50280746662814
TIP_000_2023,2023,Tiptur,64.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8627431988716125,13.163916121820195,76.50280746662814
TUR_000_2019,2019,Turuvekere,61.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8681756854057312,13.240295550373718,76.69391148643763
TUR_000_2020,2020,Turuvekere,60.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8429479002952576,13.240295550373718,76.69391148643763
TUR_000_2021,2021,Turuvekere,63.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9151546955108643,13.240295550373718,76.69391148643763
TUR_000_2022,2022,Turuvekere,65.3,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9387292861938477,13.240295550373718,76.69391148643763
TUR_000_2023,2023,Turuvekere,62.0,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8708153963088989,13.240295550373718,76.69391148643763
KUN_000_2019,2019,Kunigal,65.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8224114775657654,13.067022633221718,77.05684212602942
KUN_000_2020,2020,Kunigal,67.2,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8513297438621521,13.067022633221718,77.05684212602942
KUN_000_2021,2021,Kunigal,67.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8779401183128357,13.067022633221718,77.05684212602942
KUN_000_2022,2022,Kunigal,68.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9018102884292603,13.067022633221718,77.05684212602942
KUN_000_2023,2023,Kunigal,65.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8429477214813232,13.067022633221718,77.05684212602942
SRI_000_2019,2019,Srinivaspura,62.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8205423355102539,13.508881165082352,78.25243536634024
SRI_000_2020,2020,Srinivaspura,65.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8930717706680298,13.508881165082352,78.25243536634024
SRI_000_2021,2021,Srinivaspura,65.8,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8994539380073547,13.508881165082352,78.25243536634024
SRI_000_2022,2022,Srinivaspura,67.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.932105541229248,13.508881165082352,78.25243536634024
SRI_000_2023,2023,Srinivaspura,62.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8775405287742615,13.508881165082352,78.25243536634024
KOL_000_2019,2019,Kolara,61.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8750221133232117,13.069278264616909,78.2432542457657
KOL_000_2020,2020,Kolara,64.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9043482542037964,13.069278264616909,78.2432542457657
KOL_000_2021,2021,Kolara,65.8,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9298772811889648,13.069278264616909,78.2432542457657
KOL_000_2022,2022,Kolara,66.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9327313303947449,13.069278264616909,78.2432542457657
KOL_000_2023,2023,Kolara,61.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8737905621528625,13.069278264616909,78.2432542457657
MAL_000_2019,2019,Malur,52.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.5687953233718872,12.958242286340043,77.98011521208313
MAL_000_2020,2020,Malur,59.2,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.718917191028595,12.958242286340043,77.98011521208313
MAL_000_2021,2021,Malur,63.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.810610830783844,12.958242286340043,77.98011521208313
MAL_000_2022,2022,Malur,64.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8172047734260559,12.958242286340043,77.98011521208313
MAL_000_2023,2023,Malur,55.0,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.6291416883468628,12.958242286340043,77.98011521208313
MUL_000_2019,2019,Mulabagilu,69.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8964908123016357,13.083318906405012,78.5044106440696
MUL_000_2020,2020,Mulabagilu,68.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8465095162391663,13.083318906405012,78.5044106440696
MUL_000_2021,2021,Mulabagilu,68.8,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8500913381576538,13.083318906405012,78.5044106440696
MUL_000_2022,2022,Mulabagilu,68.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8463435769081116,13.083318906405012,78.5044106440696
MUL_000_2023,2023,Mulabagilu,69.3,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8996219038963318,13.083318906405012,78.5044106440696
